model,pca,features,criterion,n_cols,level,seed,fold
mahalanobis,5,orderband,1.510503,27,window,46,S4
mahalanobis,8,all,2.740117,39,window,46,S4
mahalanobis,8,machine,3.21306,26,window,46,S4
mahalanobis,8,primary,2.579362,13,window,46,S4
mahalanobis,8,orderband,2.397136,27,window,46,S4
mahalanobis,auto,all,4.068904,39,window,46,S4
mahalanobis,auto,machine,3.566771,26,window,46,S4
mahalanobis,auto,primary,1.443164,13,window,46,S4
mahalanobis,auto,orderband,2.679195,27,window,46,S4
isolation_forest,auto,all,1.343912,39,window,46,S4
isolation_forest,auto,machine,1.365045,26,window,46,S4
isolation_forest,auto,primary,0.853449,13,window,46,S4
isolation_forest,auto,orderband,1.449741,27,window,46,S4
ocsvm,auto,all,125.562676,39,window,46,S4
ocsvm,auto,machine,238.32911,26,window,46,S4
ocsvm,auto,primary,117.025696,13,window,46,S4
ocsvm,auto,orderband,127.88391,27,window,46,S4
pca_recon,3,all,2.901706,39,window,46,S4
pca_recon,3,machine,4.080222,26,window,46,S4
pca_recon,3,primary,2.346546,13,window,46,S4
pca_recon,3,orderband,3.145721,27,window,46,S4
pca_recon,5,all,3.693156,39,window,46,S4
pca_recon,5,machine,2.779097,26,window,46,S4
pca_recon,5,primary,2.991297,13,window,46,S4
pca_recon,5,orderband,3.137282,27,window,46,S4
pca_recon,8,all,6.84804,39,window,46,S4
pca_recon,8,machine,4.19489,26,window,46,S4
pca_recon,8,primary,1.974268,13,window,46,S4
pca_recon,8,orderband,3.256165,27,window,46,S4
pca_recon,auto,all,7.907552,39,window,46,S4
pca_recon,auto,machine,5.663656,26,window,46,S4
pca_recon,auto,primary,2.748834,13,window,46,S4
pca_recon,auto,orderband,4.540206,27,window,46,S4
