roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,dataset,detector,fs_hz,label
0.9289813087536635,0.025669859022564946,0.9747807799610166,0.017293944759366985,0.9040894930607155,0.007531084115238105,0.10862745098039217,0.08268606759728049,5,mafaulda,ocsvm,48000.0,overhang_cage_fault
0.9509792327384752,0.03151978748823135,0.9853968817715926,0.010812576313998049,0.9352706346405621,0.027905583614095633,0.10862745098039217,0.08268606759728049,5,mafaulda,ocsvm,48000.0,overhang_outer_race
0.9421072593263451,0.023957646681719173,0.9805000196883646,0.010248345253955876,0.8844816070436133,0.02560141859221421,0.10862745098039217,0.08268606759728049,5,mafaulda,ocsvm,48000.0,underhang_ball_fault
0.9132351546593032,0.03489251242670102,0.9684447463811114,0.0153476669340441,0.8203723037985473,0.014348423681671257,0.10862745098039217,0.08268606759728049,5,mafaulda,ocsvm,48000.0,underhang_cage_fault
0.9079310567776542,0.0348448927672459,0.9661494981388923,0.0224244028808365,0.8248471978050196,0.04958421024414699,0.10862745098039217,0.08268606759728049,5,mafaulda,ocsvm,48000.0,underhang_outer_race
0.785588197477641,0.05474046483762693,0.9504783750618447,0.01908704568123748,0.6174081522704901,0.09147340766472986,0.10862745098039217,0.08268606759728049,5,mafaulda,ocsvm,48000.0,vertical_misalignment
0.6211914549630813,0.09748865367365034,0.8592880223394026,0.04177636209185325,0.11597646099911792,0.05563701780813964,0.017516339869281045,0.020520169672964123,5,mafaulda,mahalanobis,4000.0,horizontal_misalignment
0.8894654371357362,0.04506883252599789,0.976304748647897,0.011859147557751068,0.5279744386372336,0.24968633506096802,0.017516339869281045,0.020520169672964123,5,mafaulda,mahalanobis,4000.0,imbalance
0.9803864813899417,0.020177182202194804,0.9920491393507099,0.007794547968081523,0.8457988185333795,0.04786346812482793,0.017516339869281045,0.020520169672964123,5,mafaulda,mahalanobis,4000.0,overhang_ball_fault
0.8735310251063302,0.07893063171182081,0.9511701428595914,0.03696862711588741,0.4545121148416512,0.2202778926678783,0.017516339869281045,0.020520169672964123,5,mafaulda,mahalanobis,4000.0,overhang_cage_fault
0.9040144588223262,0.07320619463416773,0.968525917476925,0.026967478231945896,0.6214643216168867,0.19873247532320054,0.017516339869281045,0.020520169672964123,5,mafaulda,mahalanobis,4000.0,overhang_outer_race
0.8669427504357389,0.07096261640566398,0.9552992558835525,0.024227732887907437,0.37114359657819496,0.07011204864540779,0.017516339869281045,0.020520169672964123,5,mafaulda,mahalanobis,4000.0,underhang_ball_fault
